Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Eccentricity,Convex_Area,Extent,Class
"12.286,00","444,89","183,29","86,73","0,88","12.583,00","0,68",Cammeo
"16.990,00","535,34","224,09","98,66","0,90","17.371,00","0,60",Cammeo
"14.172,00","500,43","218,57","83,36","0,92","14.399,00","0,61",Cammeo
"15.074,00","497,18","205,64","94,62","0,89","15.536,00","0,72",Cammeo
"17.353,00","539,03","220,96","101,45","0,89","17.845,00","0,63",Cammeo
"13.415,00","470,36","197,03","87,65","0,90","13.629,00","0,58",Cammeo
"16.085,00","520,71","217,50","95,41","0,90","16.514,00","0,70",Cammeo
"14.023,00","491,67","211,16","85,50","0,91","14.262,00","0,54",Cammeo
"13.687,00","481,74","201,17","87,96","0,90","13.979,00","0,70",Cammeo
"14.758,00","500,01","206,29","92,72","0,89","15.166,00","0,58",Cammeo
"14.944,00","490,04","201,35","96,05","0,88","15.305,00","0,61",Cammeo
"16.182,00","509,92","211,17","98,31","0,89","16.522,00","0,75",Cammeo
"14.413,00","502,05","211,99","88,65","0,91","14.826,00","0,58",Cammeo
"14.321,00","494,35","211,67","86,83","0,91","14.583,00","0,56",Cammeo
"15.276,00","506,68","212,14","93,06","0,90","15.574,00","0,58",Cammeo
"14.407,00","494,99","208,75","88,66","0,91","14.716,00","0,57",Cammeo
"13.272,00","471,90","201,49","84,15","0,91","13.492,00","0,57",Cammeo
"14.965,00","483,51","203,52","94,31","0,89","15.151,00","0,78",Cammeo
"16.122,00","539,00","233,91","89,53","0,92","16.440,00","0,51",Cammeo
"14.969,00","515,10","222,04","87,44","0,92","15.269,00","0,55",Cammeo
"12.347,00","475,39","207,10","77,08","0,93","12.857,00","0,52",Cammeo
"13.816,00","484,28","199,01","89,87","0,89","14.356,00","0,64",Cammeo
"12.991,00","472,83","196,90","85,50","0,90","13.380,00","0,74",Cammeo
"13.606,00","480,95","204,29","85,28","0,91","13.861,00","0,58",Cammeo
"14.340,00","499,10","207,25","89,86","0,90","14.863,00","0,66",Cammeo
"14.360,00","494,46","205,10","90,12","0,90","14.825,00","0,66",Cammeo
"13.675,00","478,61","194,80","90,32","0,89","14.146,00","0,58",Cammeo
"14.489,00","496,39","210,04","88,53","0,91","14.843,00","0,62",Cammeo
"14.751,00","499,02","214,04","88,63","0,91","14.955,00","0,55",Cammeo
"15.136,00","503,26","208,77","94,07","0,89","15.471,00","0,60",Cammeo
"13.132,00","480,02","199,25","85,42","0,90","13.594,00","0,58",Cammeo
"13.689,00","483,65","202,72","86,94","0,90","14.183,00","0,78",Cammeo
"14.412,00","490,32","207,48","89,69","0,90","14.703,00","0,60",Cammeo
"12.901,00","475,30","209,59","79,27","0,93","13.219,00","0,68",Cammeo
"13.920,00","480,11","195,67","92,55","0,88","14.350,00","0,58",Cammeo
"13.410,00","483,15","205,88","84,65","0,91","13.866,00","0,73",Cammeo
"12.865,00","460,67","193,35","85,72","0,90","13.120,00","0,63",Cammeo
"12.859,00","462,87","193,34","85,91","0,90","13.279,00","0,71",Cammeo
"16.523,00","531,89","225,00","94,42","0,91","16.911,00","0,58",Cammeo
"15.488,00","507,88","206,64","96,87","0,88","15.968,00","0,60",Cammeo
"9.908,00","432,77","188,19","67,70","0,93","10.205,00","0,61",Cammeo
"13.418,00","474,90","194,55","89,71","0,89","13.973,00","0,60",Cammeo
"15.558,00","511,72","213,98","94,46","0,90","15.926,00","0,63",Cammeo
"13.244,00","467,64","193,42","88,64","0,89","13.672,00","0,80",Cammeo
"14.064,00","488,95","206,93","87,48","0,91","14.315,00","0,76",Cammeo
"15.830,00","520,78","215,14","95,17","0,90","16.326,00","0,61",Cammeo
"15.813,00","495,27","203,79","99,69","0,87","16.095,00","0,74",Cammeo
"16.155,00","515,28","217,61","95,48","0,90","16.418,00","0,58",Cammeo
"15.593,00","512,43","216,62","92,91","0,90","16.050,00","0,78",Cammeo
"13.234,00","472,35","198,58","86,26","0,90","13.512,00","0,74",Cammeo
"14.862,00","507,49","216,32","88,60","0,91","15.125,00","0,78",Cammeo
"13.375,00","474,09","198,77","86,69","0,90","13.768,00","0,70",Cammeo
"13.077,00","472,90","203,45","82,57","0,91","13.405,00","0,63",Cammeo
"14.947,00","506,65","214,34","89,53","0,91","15.364,00","0,56",Cammeo
"14.588,00","502,57","214,90","88,21","0,91","14.923,00","0,54",Cammeo
"11.981,00","448,83","190,13","81,32","0,90","12.154,00","0,56",Cammeo
"12.461,00","454,10","191,91","83,66","0,90","12.683,00","0,56",Cammeo
"13.980,00","479,18","206,33","87,04","0,91","14.137,00","0,86",Cammeo
"14.680,00","502,90","217,20","87,00","0,92","15.000,00","0,58",Cammeo
"13.272,00","474,93","195,78","87,17","0,90","13.597,00","0,59",Cammeo
"14.817,00","502,58","211,53","90,39","0,90","15.113,00","0,57",Cammeo
"13.080,00","474,26","198,96","84,75","0,90","13.511,00","0,70",Cammeo
"16.519,00","533,22","224,20","95,22","0,91","17.041,00","0,74",Cammeo
"13.787,00","476,90","201,34","88,16","0,90","14.045,00","0,58",Cammeo
"16.019,00","509,01","214,79","96,12","0,89","16.248,00","0,66",Cammeo
"12.714,00","461,89","196,56","83,11","0,91","12.900,00","0,64",Cammeo
"12.509,00","464,51","201,53","79,65","0,92","12.703,00","0,54",Cammeo
"15.437,00","512,95","211,41","94,91","0,89","15.984,00","0,73",Cammeo
"12.927,00","453,02","184,32","89,86","0,87","13.196,00","0,74",Cammeo
"13.682,00","488,90","199,56","89,44","0,89","14.457,00","0,60",Cammeo
"14.317,00","499,11","206,78","89,83","0,90","14.815,00","0,80",Cammeo
"16.190,00","529,66","224,39","93,11","0,91","16.530,00","0,53",Cammeo
"14.788,00","480,96","199,06","95,54","0,88","15.044,00","0,66",Cammeo
"14.795,00","497,52","213,60","89,85","0,91","15.002,00","0,80",Cammeo
"14.625,00","492,95","206,59","91,43","0,90","14.972,00","0,74",Cammeo
"14.982,00","505,08","217,36","88,60","0,91","15.325,00","0,56",Cammeo
"15.118,00","514,97","224,19","87,69","0,92","15.454,00","0,65",Cammeo
"14.337,00","494,30","206,69","89,75","0,90","14.859,00","0,71",Cammeo
"13.969,00","486,51","206,03","87,73","0,90","14.277,00","0,65",Cammeo
"12.333,00","463,15","196,60","81,60","0,91","12.705,00","0,59",Cammeo
"15.200,00","502,59","214,13","91,12","0,90","15.461,00","0,62",Cammeo
"12.292,00","457,29","194,89","80,99","0,91","12.561,00","0,56",Cammeo
"15.290,00","519,32","221,43","88,88","0,92","15.699,00","0,66",Cammeo
"13.858,00","490,57","203,71","88,17","0,90","14.265,00","0,65",Cammeo
"16.259,00","522,62","215,51","97,42","0,89","16.728,00","0,58",Cammeo
"15.929,00","513,94","212,66","97,00","0,89","16.293,00","0,73",Cammeo
"12.580,00","479,22","208,42","77,74","0,93","12.879,00","0,57",Cammeo
"13.269,00","485,61","207,12","83,32","0,92","13.741,00","0,71",Cammeo
"13.893,00","474,13","200,74","89,17","0,90","14.123,00","0,57",Cammeo
"13.724,00","481,77","200,89","88,17","0,90","14.038,00","0,68",Cammeo
"11.689,00","444,90","191,94","78,10","0,91","11.935,00","0,55",Cammeo
"15.676,00","511,67","215,81","93,57","0,90","16.016,00","0,78",Cammeo
"14.401,00","482,18","203,07","91,35","0,89","14.608,00","0,72",Cammeo
"13.731,00","489,06","212,44","82,91","0,92","14.014,00","0,59",Cammeo
"14.274,00","499,09","214,40","85,25","0,92","14.559,00","0,66",Cammeo
"13.445,00","490,82","216,17","79,60","0,93","13.640,00","0,54",Cammeo
"12.800,00","471,33","203,56","81,31","0,92","13.141,00","0,61",Cammeo
"14.683,00","493,57","209,05","90,58","0,90","14.947,00","0,70",Cammeo
"13.846,00","479,59","197,00","90,92","0,89","14.200,00","0,72",Cammeo
"14.352,00","484,08","203,50","91,27","0,89","14.656,00","0,57",Cammeo
"14.071,00","479,09","197,40","92,30","0,88","14.398,00","0,60",Cammeo
"14.476,00","489,24","203,86","91,66","0,89","14.807,00","0,68",Cammeo
"13.516,00","483,69","207,53","83,69","0,92","13.746,00","0,70",Cammeo
"12.346,00","456,90","193,61","82,04","0,91","12.529,00","0,59",Cammeo
"13.092,00","465,44","197,04","85,84","0,90","13.369,00","0,77",Cammeo
"12.860,00","469,56","197,66","84,12","0,90","13.269,00","0,56",Cammeo
"13.746,00","483,82","205,84","86,19","0,91","14.060,00","0,72",Cammeo
"13.277,00","486,96","201,84","85,26","0,91","13.771,00","0,61",Cammeo
"15.651,00","512,29","212,77","95,73","0,89","16.022,00","0,57",Cammeo
"16.094,00","509,98","215,55","95,62","0,90","16.403,00","0,76",Cammeo
"15.694,00","506,51","211,83","96,02","0,89","16.010,00","0,58",Cammeo
"14.254,00","500,49","213,08","86,78","0,91","14.644,00","0,62",Cammeo
"12.801,00","459,42","195,10","84,80","0,90","13.058,00","0,76",Cammeo
"14.646,00","511,45","220,48","85,63","0,92","14.999,00","0,64",Cammeo
"14.805,00","499,64","214,28","89,17","0,91","15.090,00","0,58",Cammeo
"14.811,00","512,11","217,74","87,48","0,92","15.090,00","0,55",Cammeo
"16.513,00","525,98","219,28","97,95","0,89","16.950,00","0,61",Cammeo
"12.149,00","455,56","191,45","82,06","0,90","12.510,00","0,71",Cammeo
"13.457,00","483,61","211,01","81,87","0,92","13.763,00","0,67",Cammeo
"13.066,00","478,00","207,52","80,52","0,92","13.348,00","0,56",Cammeo
"13.293,00","470,27","197,96","86,08","0,90","13.553,00","0,71",Cammeo
"11.935,00","464,93","196,54","79,72","0,91","12.358,00","0,57",Cammeo
"12.986,00","462,11","195,52","86,11","0,90","13.288,00","0,79",Cammeo
"14.003,00","489,29","208,33","87,19","0,91","14.421,00","0,58",Cammeo
"12.377,00","465,05","197,08","81,92","0,91","12.669,00","0,63",Cammeo
"12.840,00","466,90","198,16","83,23","0,91","13.091,00","0,59",Cammeo
"13.819,00","487,67","207,97","86,19","0,91","14.181,00","0,57",Cammeo
"14.755,00","499,82","202,61","95,52","0,88","15.123,00","0,60",Cammeo
"14.485,00","495,47","212,00","88,24","0,91","14.745,00","0,65",Cammeo
"14.478,00","469,16","190,85","97,34","0,86","14.686,00","0,77",Cammeo
"16.933,00","521,92","221,33","98,10","0,90","17.212,00","0,78",Cammeo
"14.363,00","493,26","210,57","87,42","0,91","14.621,00","0,58",Cammeo
"13.927,00","479,36","202,79","88,48","0,90","14.264,00","0,77",Cammeo
"15.303,00","505,93","209,62","94,16","0,89","15.746,00","0,62",Cammeo
"14.060,00","496,04","211,38","85,94","0,91","14.448,00","0,67",Cammeo
"12.682,00","459,96","195,44","83,60","0,90","12.892,00","0,58",Cammeo
"13.059,00","456,44","185,98","90,20","0,87","13.339,00","0,62",Cammeo
"14.557,00","492,41","205,11","91,45","0,90","14.961,00","0,74",Cammeo
"13.582,00","476,67","199,45","88,41","0,90","13.825,00","0,57",Cammeo
"13.678,00","472,12","200,25","88,03","0,90","13.879,00","0,58",Cammeo
"11.589,00","449,36","196,65","75,98","0,92","11.783,00","0,56",Cammeo
"13.681,00","485,41","205,01","86,49","0,91","14.146,00","0,56",Cammeo
"13.919,00","482,35","204,29","87,65","0,90","14.274,00","0,75",Cammeo
"13.439,00","477,75","199,38","87,63","0,90","13.852,00","0,75",Cammeo
"13.693,00","479,48","200,40","88,17","0,90","14.097,00","0,70",Cammeo
"13.870,00","484,13","203,42","88,50","0,90","14.266,00","0,76",Cammeo
"15.285,00","516,47","216,28","91,35","0,91","15.704,00","0,59",Cammeo
"16.263,00","546,56","230,96","91,65","0,92","16.796,00","0,57",Cammeo
"14.295,00","489,21","203,30","90,61","0,90","14.660,00","0,61",Cammeo
"14.720,00","494,86","207,09","91,50","0,90","15.071,00","0,70",Cammeo
"15.550,00","505,76","211,38","94,42","0,89","15.896,00","0,72",Cammeo
"15.189,00","506,82","209,19","93,62","0,89","15.629,00","0,67",Cammeo
"12.832,00","464,53","196,61","83,99","0,90","13.148,00","0,56",Cammeo
"14.146,00","481,19","202,59","89,94","0,90","14.495,00","0,60",Cammeo
"13.006,00","486,71","213,13","78,46","0,93","13.399,00","0,62",Cammeo
"15.196,00","501,30","212,33","92,01","0,90","15.463,00","0,77",Cammeo
"14.517,00","488,32","196,16","95,58","0,87","14.976,00","0,60",Cammeo
"13.964,00","480,03","199,82","90,07","0,89","14.298,00","0,66",Cammeo
"12.414,00","453,38","188,56","85,33","0,89","12.721,00","0,59",Cammeo
"13.818,00","475,02","198,50","89,10","0,89","14.008,00","0,60",Cammeo
"11.530,00","458,71","197,88","75,38","0,92","11.918,00","0,70",Cammeo
"16.436,00","529,86","230,93","91,07","0,92","16.648,00","0,63",Cammeo
"11.809,00","455,08","185,42","83,61","0,89","12.318,00","0,65",Cammeo
"14.818,00","499,36","208,88","91,91","0,90","15.204,00","0,58",Cammeo
"12.368,00","455,02","195,94","80,81","0,91","12.573,00","0,80",Cammeo
"11.491,00","440,47","184,00","80,87","0,90","11.819,00","0,66",Cammeo
"11.493,00","447,15","185,53","79,75","0,90","11.801,00","0,57",Cammeo
"13.235,00","465,82","193,55","88,64","0,89","13.629,00","0,57",Cammeo
"16.593,00","524,84","218,10","97,85","0,89","16.814,00","0,59",Cammeo
"15.326,00","505,38","208,10","95,36","0,89","15.684,00","0,59",Cammeo
"15.385,00","505,58","211,73","94,12","0,90","15.726,00","0,59",Cammeo
"12.907,00","465,34","195,65","84,88","0,90","13.151,00","0,57",Cammeo
"13.413,00","465,61","198,85","86,09","0,90","13.620,00","0,64",Cammeo
"14.369,00","491,04","207,95","89,12","0,90","14.679,00","0,60",Cammeo
"13.907,00","485,72","202,58","89,20","0,90","14.358,00","0,56",Cammeo
"14.577,00","489,91","204,85","91,23","0,90","14.870,00","0,78",Cammeo
"15.168,00","504,98","212,83","91,62","0,90","15.432,00","0,58",Cammeo
"15.159,00","515,13","216,06","91,03","0,91","15.685,00","0,65",Cammeo
"16.024,00","527,42","226,26","91,60","0,91","16.355,00","0,54",Cammeo
"13.200,00","472,46","203,31","83,58","0,91","13.467,00","0,75",Cammeo
"12.396,00","460,00","195,32","81,93","0,91","12.676,00","0,73",Cammeo
"13.201,00","461,52","192,89","87,83","0,89","13.408,00","0,63",Cammeo
"14.843,00","510,10","220,04","86,50","0,92","15.155,00","0,53",Cammeo
"14.331,00","495,14","212,03","86,86","0,91","14.723,00","0,67",Cammeo
"16.606,00","516,36","211,59","101,77","0,88","17.032,00","0,71",Cammeo
"15.953,00","522,19","220,76","93,04","0,91","16.307,00","0,79",Cammeo
"12.072,00","452,26","192,72","80,29","0,91","12.342,00","0,69",Cammeo
"12.417,00","455,08","187,30","85,61","0,89","12.851,00","0,66",Cammeo
"13.029,00","466,89","197,73","84,60","0,90","13.300,00","0,61",Cammeo
"13.919,00","472,23","194,69","91,63","0,88","14.169,00","0,70",Cammeo
"14.675,00","493,27","206,79","91,59","0,90","15.039,00","0,57",Cammeo
"13.256,00","462,72","194,15","87,73","0,89","13.465,00","0,65",Cammeo
"13.862,00","482,21","199,18","89,92","0,89","14.218,00","0,58",Cammeo
"15.178,00","514,74","219,33","89,01","0,91","15.638,00","0,79",Cammeo
"13.964,00","481,23","201,56","89,30","0,90","14.275,00","0,58",Cammeo
"13.422,00","474,95","196,45","88,85","0,89","13.817,00","0,56",Cammeo
"14.855,00","495,90","208,57","92,43","0,90","15.191,00","0,59",Cammeo
"12.971,00","458,04","192,34","86,75","0,89","13.248,00","0,78",Cammeo
"14.950,00","496,88","207,82","93,11","0,89","15.422,00","0,58",Cammeo
"14.944,00","512,14","227,42","84,25","0,93","15.147,00","0,81",Cammeo
"16.283,00","516,74","217,71","96,09","0,90","16.649,00","0,78",Cammeo
"12.653,00","461,62","195,89","83,50","0,90","12.973,00","0,58",Cammeo
"14.007,00","490,66","205,40","88,07","0,90","14.433,00","0,77",Cammeo
"15.401,00","499,26","202,65","97,77","0,88","15.760,00","0,62",Cammeo
"14.625,00","497,25","212,80","88,36","0,91","14.924,00","0,55",Cammeo
"14.626,00","502,36","212,73","88,58","0,91","14.997,00","0,58",Cammeo
"13.998,00","484,88","198,72","90,92","0,89","14.328,00","0,60",Cammeo
"17.250,00","528,10","220,80","101,25","0,89","17.570,00","0,84",Cammeo
"14.819,00","497,83","210,37","90,71","0,90","15.119,00","0,59",Cammeo
"14.794,00","501,57","213,49","89,19","0,91","15.202,00","0,68",Cammeo
"13.368,00","487,55","202,54","86,57","0,90","13.965,00","0,72",Cammeo
"14.586,00","484,05","196,40","95,86","0,87","14.976,00","0,77",Cammeo
"12.210,00","453,12","189,42","83,16","0,90","12.641,00","0,64",Cammeo
"14.732,00","497,69","207,47","91,29","0,90","15.000,00","0,58",Cammeo
"13.410,00","477,08","195,80","88,78","0,89","13.842,00","0,57",Cammeo
"13.658,00","499,37","206,51","85,76","0,91","14.177,00","0,54",Cammeo
"13.072,00","484,79","206,89","81,93","0,92","13.593,00","0,70",Cammeo
"16.059,00","522,72","217,85","95,15","0,90","16.675,00","0,69",Cammeo
"13.002,00","472,47","198,08","85,80","0,90","13.432,00","0,69",Cammeo
"12.752,00","462,36","190,73","86,67","0,89","13.112,00","0,63",Cammeo
"13.153,00","479,56","207,92","80,94","0,92","13.339,00","0,68",Cammeo
"13.857,00","498,03","220,27","80,40","0,93","14.053,00","0,51",Cammeo
"13.929,00","487,98","202,95","87,97","0,90","14.266,00","0,66",Cammeo
"16.253,00","525,48","218,53","95,91","0,90","16.690,00","0,57",Cammeo
"14.850,00","511,99","223,15","85,50","0,92","15.131,00","0,58",Cammeo
"14.560,00","487,13","200,74","93,23","0,89","14.867,00","0,67",Cammeo
"15.164,00","501,65","212,16","92,45","0,90","15.461,00","0,70",Cammeo
"14.566,00","498,03","208,23","90,54","0,90","14.927,00","0,56",Cammeo
"14.627,00","498,07","205,79","92,43","0,89","15.091,00","0,61",Cammeo
"16.454,00","518,11","217,10","97,78","0,89","16.893,00","0,80",Cammeo
"15.458,00","511,95","216,61","91,79","0,91","15.854,00","0,58",Cammeo
"14.189,00","483,94","203,38","90,08","0,90","14.538,00","0,71",Cammeo
"15.545,00","516,87","217,12","92,25","0,91","16.019,00","0,66",Cammeo
"14.522,00","499,83","217,67","85,69","0,92","14.719,00","0,53",Cammeo
"16.566,00","527,59","217,09","98,10","0,89","16.987,00","0,75",Cammeo
"13.970,00","494,63","210,53","85,43","0,91","14.308,00","0,55",Cammeo
"14.488,00","489,82","204,67","91,22","0,90","14.826,00","0,64",Cammeo
"14.483,00","512,72","215,77","86,28","0,92","14.912,00","0,53",Cammeo
"13.853,00","471,64","195,21","91,29","0,88","14.213,00","0,65",Cammeo
"15.700,00","525,81","224,04","90,32","0,92","16.308,00","0,68",Cammeo
"13.777,00","480,84","197,01","90,18","0,89","14.266,00","0,63",Cammeo
"15.069,00","505,45","211,91","91,94","0,90","15.431,00","0,55",Cammeo
"15.764,00","513,84","212,17","95,96","0,89","16.258,00","0,60",Cammeo
"16.258,00","518,77","214,29","97,38","0,89","16.551,00","0,71",Cammeo
"18.313,00","538,50","222,46","106,18","0,88","18.724,00","0,62",Cammeo
"13.605,00","466,94","191,52","91,73","0,88","13.919,00","0,61",Cammeo
"13.930,00","484,86","205,27","87,24","0,91","14.330,00","0,80",Cammeo
"15.301,00","515,53","220,29","89,47","0,91","15.690,00","0,54",Cammeo
"14.277,00","492,03","213,30","85,52","0,92","14.481,00","0,54",Cammeo
"15.077,00","504,64","212,94","91,21","0,90","15.404,00","0,79",Cammeo
"13.102,00","479,27","202,51","83,76","0,91","13.528,00","0,62",Cammeo
"15.975,00","522,80","218,42","94,04","0,90","16.290,00","0,57",Cammeo
"15.258,00","505,16","214,02","91,61","0,90","15.497,00","0,57",Cammeo
"14.260,00","501,04","208,83","88,96","0,90","14.737,00","0,61",Cammeo
"14.706,00","503,31","212,68","89,09","0,91","15.074,00","0,60",Cammeo
"13.789,00","471,30","198,52","88,71","0,89","14.025,00","0,63",Cammeo
"13.342,00","488,27","208,67","83,17","0,92","13.703,00","0,53",Cammeo
"13.555,00","477,87","202,64","85,79","0,91","13.851,00","0,58",Cammeo
"14.436,00","486,99","204,50","90,86","0,90","14.709,00","0,64",Cammeo
"14.421,00","489,82","204,96","90,34","0,90","14.716,00","0,63",Cammeo
"13.501,00","472,48","198,07","87,69","0,90","13.787,00","0,63",Cammeo
"14.287,00","486,40","200,14","91,99","0,89","14.654,00","0,71",Cammeo
"14.633,00","495,09","208,78","90,26","0,90","14.978,00","0,64",Cammeo
"14.682,00","505,03","219,89","86,04","0,92","15.155,00","0,55",Cammeo
"12.240,00","454,31","190,93","83,65","0,90","12.555,00","0,76",Cammeo
"14.985,00","516,96","219,53","88,01","0,92","15.412,00","0,62",Cammeo
"14.826,00","514,53","219,37","86,89","0,92","15.170,00","0,54",Cammeo
"14.954,00","501,86","212,04","90,80","0,90","15.225,00","0,81",Cammeo
